gene_id	gene_name	gene_type	seqnames	start	end	gene_length	strand	scr_1	scr_2	Elf3kd_1	Elf3kd_2
14235	ENSMUSG00000081228.1	Gm16089	processed_pseudogene	chr5	137615627	137615962	335	+	2	2	1	2
14236	ENSMUSG00000081231.1	Tcp1-ps1	processed_pseudogene	chr4	68301246	68303290	2044	-	21	37	17	7
14237	ENSMUSG00000081232.3	Gm14373	processed_pseudogene	chrX	5699727	5701884	2157	-	187	281	202	222
14238	ENSMUSG00000081238.3	Gm15836	processed_pseudogene	chr14	57435721	57436513	792	-	4	7	4	2
14239	ENSMUSG00000081239.3	Gm11836	processed_pseudogene	chr4	14433891	14434331	440	+	15	8	6	16
14240	ENSMUSG00000081243.1	Gm14037	processed_pseudogene	chr2	134730795	134731107	312	-	1	2	1	1
14241	ENSMUSG00000081244.3	Gm13529	processed_pseudogene	chr2	33652389	33652798	409	-	18	8	24	4
14242	ENSMUSG00000081249.3	Gm11517	processed_pseudogene	chr11	96795439	96795825	386	-	3	10	12	9
14243	ENSMUSG00000081251.1	Gm12164	processed_pseudogene	chr11	45829319	45829869	550	+	399	270	351	347
14244	ENSMUSG00000081254.1	Gm12112	processed_pseudogene	chr11	32910373	32910603	230	+	72	110	83	77
14245	ENSMUSG00000081255.1	Gm5380	processed_pseudogene	chrX	13302285	13304420	2135	+	214	297	170	142
14246	ENSMUSG00000081259.2	Gm6893	processed_pseudogene	chr10	24567077	24568134	1057	-	2	4	3	2
14247	ENSMUSG00000081272.1	Gm13509	processed_pseudogene	chr2	49308155	49309462	1307	+	2307	2477	1462	1488
14248	ENSMUSG00000081276.1	Gm13132	processed_pseudogene	chr4	154220541	154221012	471	+	1	3	3	6
14249	ENSMUSG00000081277.1	Gm15285	processed_pseudogene	chr13	111361203	111361675	472	-	87	118	78	102
14250	ENSMUSG00000081278.1	Gm13186	processed_pseudogene	chr2	3531285	3531600	315	+	1	3	1	1
14251	ENSMUSG00000081281.1	Gm6274	processed_pseudogene	chrX	36668217	36669013	796	+	7	9	3	6
14252	ENSMUSG00000081285.2	Gm18859	processed_pseudogene	chr13	17820946	17821770	824	+	9	15	8	7
14253	ENSMUSG00000081289.1	Gm14857	processed_pseudogene	chrX	106281912	106285096	3184	-	243	294	202	209
14254	ENSMUSG00000081295.1	Gm6275	processed_pseudogene	chrX	136929786	136930907	1121	+	16	27	13	18
14255	ENSMUSG00000081302.1	Gm12020	processed_pseudogene	chr11	18325630	18327671	2041	-	602	1851	722	765
14256	ENSMUSG00000081308.1	Gm14480	processed_pseudogene	chrX	10696932	10697364	432	-	14	6	6	5
14257	ENSMUSG00000081309.3	Gm12397	processed_pseudogene	chr4	40912741	40913355	614	-	67	59	40	40
14258	ENSMUSG00000081314.1	Gm14132	processed_pseudogene	chr2	149333071	149334789	1718	-	19	15	12	11
14259	ENSMUSG00000081316.1	Gm16205	processed_pseudogene	chr8	37787666	37788692	1026	-	33	25	23	12
14260	ENSMUSG00000081319.1	Gm12936	processed_pseudogene	chr4	126584509	126584809	300	-	5	12	12	7
14261	ENSMUSG00000081323.1	Rpl7l1-ps1	processed_pseudogene	chrX	60971990	60972714	724	-	4	5	2	5
14262	ENSMUSG00000081325.1	Gm12599	processed_pseudogene	chr11	11436984	11437775	791	+	2	5	3	2
14263	ENSMUSG00000081329.1	Gm12492	processed_pseudogene	chr4	43798896	43800255	1359	-	3	7	6	3
14264	ENSMUSG00000081332.1	Gm12664	processed_pseudogene	chr11	16643009	16643921	912	-	21	36	20	15
14265	ENSMUSG00000081342.1	Gm11434	processed_pseudogene	chr11	83800464	83801092	628	+	22	32	28	32
14266	ENSMUSG00000081344.5	Gm14303	processed_pseudogene	chr2	172509521	172509691	170	-	580	1016	517	900
14267	ENSMUSG00000081350.1	Gm5388	processed_pseudogene	chrX	51218877	51219993	1116	-	17	7	12	10
14268	ENSMUSG00000081355.1	Gm15264	unprocessed_pseudogene	chr3	94720023	94758116	38093	-	157	75	200	183
14269	ENSMUSG00000081359.1	Cox20b	processed_pseudogene	chr7	100580267	100580619	352	+	13	13	15	17
14270	ENSMUSG00000081363.2	Gm11500	processed_pseudogene	chr11	92770031	92770973	942	-	1	1	2	1
14271	ENSMUSG00000081369.1	Gm11896	processed_pseudogene	chr4	25538850	25539669	819	+	8	12	10	7
14272	ENSMUSG00000081370.1	Gm9105	processed_pseudogene	chr7	109387478	109388875	1397	-	121	125	106	96
14273	ENSMUSG00000081373.1	Gm16436	processed_pseudogene	chrX	58630187	58632738	2551	-	4	6	3	3
14274	ENSMUSG00000081376.1	Gm11694	processed_pseudogene	chr11	115493024	115493182	158	+	1	2	1	6
14275	ENSMUSG00000081378.1	Rps13-ps4	processed_pseudogene	chr8	119602170	119602625	455	-	3	2	2	1
14276	ENSMUSG00000081382.1	Rpl18-ps1	processed_pseudogene	chr1	60900898	60901422	524	+	94	89	83	88
14277	ENSMUSG00000081390.1	Gm14538	processed_pseudogene	chrX	20528256	20529582	1326	+	17	21	18	10
14278	ENSMUSG00000081391.1	Gm11765	processed_pseudogene	chr4	81455943	81461732	5789	-	2	1	1	1
14279	ENSMUSG00000081394.1	Gm13215	processed_pseudogene	chr4	132148413	132148884	471	-	1	3	3	3
14280	ENSMUSG00000081400.1	Gm13680	processed_pseudogene	chr2	83353157	83353949	792	-	58	54	38	67
14281	ENSMUSG00000081402.4	Gm15455	processed_pseudogene	chr1	33836124	33838680	2556	-	60	93	52	35
14282	ENSMUSG00000081404.1	Gm15694	processed_pseudogene	chr16	31987178	31987460	282	-	62	74	94	99
14283	ENSMUSG00000081405.1	Gm13142	processed_pseudogene	chr4	147102327	147103981	1654	+	1	8	2	2
14284	ENSMUSG00000081406.4	Rps6-ps4	processed_pseudogene	chr2	75191073	75191822	749	-	73	91	67	72
14285	ENSMUSG00000081413.3	Uqcrh-ps2	processed_pseudogene	chr2	119008209	119008477	268	+	25	26	22	24
14286	ENSMUSG00000081417.1	Gm15603	processed_pseudogene	chr1	10695123	10695614	491	+	5	6	4	6
14287	ENSMUSG00000081418.1	Gm14830	processed_pseudogene	chrX	94774978	94775677	699	-	246	330	232	261
14288	ENSMUSG00000081421.1	Gm13445	processed_pseudogene	chr2	35491213	35491519	306	-	6	6	7	8
14289	ENSMUSG00000081429.1	Rps27-ps1	processed_pseudogene	chr1	63073774	63074019	245	+	1	2	2	2
14290	ENSMUSG00000081431.1	Gm15483	processed_pseudogene	chr7	133738479	133738934	455	-	2	2	1	1
14291	ENSMUSG00000081432.1	Gm12593	processed_pseudogene	chr4	59090187	59090929	742	+	9	8	9	10
14292	ENSMUSG00000081434.3	Gm14165	processed_pseudogene	chr2	152353615	152354566	951	+	97	111	81	95
14293	ENSMUSG00000081436.1	Gm5912	processed_pseudogene	chr8	95577471	95578908	1437	+	32	49	32	24
14294	ENSMUSG00000081441.3	Gm6161	processed_pseudogene	chr1	9574548	9575649	1101	+	13	1	4	5
14295	ENSMUSG00000081447.1	Gm13870	processed_pseudogene	chr2	104537437	104538459	1022	+	3	4	5	10
14296	ENSMUSG00000081451.1	Gm12734	processed_pseudogene	chr11	77542133	77543080	947	+	83	128	61	59
14297	ENSMUSG00000081453.1	Gm6767	processed_pseudogene	chr16	51362452	51363832	1380	-	290	208	238	239
14298	ENSMUSG00000081455.1	Hmgb1-ps3	processed_pseudogene	chr11	63846183	63846818	635	-	14	28	8	3
14299	ENSMUSG00000081456.1	Gm7781	processed_pseudogene	chrX	130524637	130525424	787	+	10	12	8	13
14300	ENSMUSG00000081459.3	Llph-ps1	processed_pseudogene	chr4	116200563	116200952	389	-	10	8	9	6
14301	ENSMUSG00000081467.1	Gm13337	processed_pseudogene	chr2	22067826	22069419	1593	+	9	16	2	6
14302	ENSMUSG00000081470.1	Gm14131	processed_pseudogene	chr2	149356687	149357405	718	+	38	46	17	18
14303	ENSMUSG00000081473.3	Gm4853	processed_pseudogene	chrX	38396935	38397328	393	+	5	3	1	1
14304	ENSMUSG00000081476.1	Itpa-ps1	processed_pseudogene	chr2	94384502	94385098	596	-	241	253	159	152
14305	ENSMUSG00000081485.5	Gm12338	processed_pseudogene	chr11	75599763	75599954	191	-	92	122	74	109
14306	ENSMUSG00000081487.1	Gm13689	processed_pseudogene	chr2	80549712	80550396	684	-	1	5	7	1
14307	ENSMUSG00000081491.1	Gm12778	processed_pseudogene	chr7	34175712	34176044	332	+	1	3	1	3
14308	ENSMUSG00000081492.1	Gm9311	processed_pseudogene	chr17	73190258	73191685	1427	-	1	6	5	2
14309	ENSMUSG00000081504.3	Gm12508	processed_pseudogene	chr4	55254740	55255219	479	+	3	5	2	5
14310	ENSMUSG00000081505.1	Gm8644	processed_pseudogene	chrX	157650704	157651299	595	-	9	5	1	9
14311	ENSMUSG00000081514.2	Gm14673	processed_pseudogene	chrX	64944129	64945031	902	+	20	18	11	10
14312	ENSMUSG00000081516.1	Gm12470	processed_pseudogene	chr4	53662296	53663344	1048	+	20	46	28	30
14313	ENSMUSG00000081520.1	Gm16200	processed_pseudogene	chr9	90221295	90221625	330	-	5	3	4	3
14314	ENSMUSG00000081524.3	Gm11658	processed_pseudogene	chr11	109159187	109160194	1007	-	5	2	5	4
14315	ENSMUSG00000081534.3	Slc48a1	protein_coding	chr15	97778520	97792692	14172	+	8632	9255	7770	7279
14316	ENSMUSG00000081540.3	Gm12538	processed_pseudogene	chr4	57413711	57414196	485	-	15	16	26	21
14317	ENSMUSG00000081543.1	Gm12733	processed_pseudogene	chr11	77644144	77644910	766	-	24	31	10	21
14318	ENSMUSG00000081544.1	Gm13077	processed_pseudogene	chr4	152157007	152157490	483	-	62	63	38	29
14319	ENSMUSG00000081550.1	Gm15877	processed_pseudogene	chr7	12517405	12518368	963	+	29	50	23	38
14320	ENSMUSG00000081552.1	Gm12328	processed_pseudogene	chr11	73771924	73772120	196	-	444	415	272	305
14321	ENSMUSG00000081553.1	Ccdc50-ps	processed_pseudogene	chr4	100567108	100568048	940	-	92	141	114	125
14322	ENSMUSG00000081556.1	Gm15778	processed_pseudogene	chr6	148699029	148699636	607	-	1	2	1	1
14323	ENSMUSG00000081557.2	Gm5697	processed_pseudogene	chr1	28800240	28802721	2481	-	42	72	34	40
14324	ENSMUSG00000081564.1	Gm13717	processed_pseudogene	chr6	29750761	29751125	364	+	19	23	13	21
14325	ENSMUSG00000081565.1	Rps12-ps5	processed_pseudogene	chr7	30263263	30263651	388	+	17	16	18	13
14326	ENSMUSG00000081568.1	Gm15032	processed_pseudogene	chrX	142622492	142622902	410	-	5	3	1	4
14327	ENSMUSG00000081572.3	Gm14138	processed_pseudogene	chr2	119187517	119188261	744	+	2	2	4	3
14328	ENSMUSG00000081575.1	Gm12090	processed_pseudogene	chr11	29552082	29553010	928	-	2	3	2	2
14329	ENSMUSG00000081578.2	Gm12611	processed_pseudogene	chr11	60816375	60817747	1372	+	68	80	53	66
14330	ENSMUSG00000081583.1	Gm14769	processed_pseudogene	chrX	84063333	84063764	431	+	61	85	52	46
14331	ENSMUSG00000081584.1	Gm12716	processed_pseudogene	chr4	103543374	103544727	1353	-	43	46	35	39
14332	ENSMUSG00000081594.1	Gm15467	processed_pseudogene	chr3	8881199	8881643	444	+	8	14	7	11
14333	ENSMUSG00000081596.1	Gm15968	processed_pseudogene	chr19	7703946	7705113	1167	-	1	4	1	2
14334	ENSMUSG00000081597.1	Gm14506	processed_pseudogene	chrX	13490498	13491033	535	-	3	1	2	5
14335	ENSMUSG00000081600.3	Gm12286	processed_pseudogene	chr11	63312310	63313311	1001	-	39	60	41	47
14336	ENSMUSG00000081603.1	Gm14681	processed_pseudogene	chrX	66778442	66778852	410	-	2837	3786	2105	2211
14337	ENSMUSG00000081604.5	Gm11518	processed_pseudogene	chr11	94037218	94037628	410	-	134	208	113	137
14338	ENSMUSG00000081605.1	Gm15953	processed_pseudogene	chr16	38512565	38514296	1731	+	17	11	17	9
14339	ENSMUSG00000081607.2	Gm15294	protein_coding	chrX	141873409	141875235	1826	-	5	12	6	11
14340	ENSMUSG00000081608.1	Gm16210	processed_pseudogene	chr10	39752259	39752868	609	-	18	22	13	18
14341	ENSMUSG00000081611.1	Gm13651	processed_pseudogene	chr2	77291331	77292440	1109	+	56	55	47	45
14342	ENSMUSG00000081613.1	Gm12109	processed_pseudogene	chr11	32185005	32185701	696	+	27	55	21	33
14343	ENSMUSG00000081614.1	Gm9436	processed_pseudogene	chrX	17674430	17676284	1854	-	7	9	7	8
14344	ENSMUSG00000081629.1	Eif3s6-ps1	processed_pseudogene	chr11	9737152	9737621	469	-	54	74	61	56
14345	ENSMUSG00000081632.1	Gm11443	processed_pseudogene	chr11	85950495	85950973	478	+	6	15	4	15
14346	ENSMUSG00000081633.1	Gm8522	processed_pseudogene	chrX	75271010	75272938	1928	-	148	240	132	109
14347	ENSMUSG00000081640.1	Rplp0-ps1	processed_pseudogene	chr3	93278141	93279073	932	+	54	57	43	33
14348	ENSMUSG00000081642.1	Gm13532	processed_pseudogene	chr2	57628989	57629228	239	-	15	18	15	11
14349	ENSMUSG00000081643.1	Gm11605	processed_pseudogene	chr1	63364720	63365365	645	-	700	900	619	601
14350	ENSMUSG00000081648.1	Gm13423	processed_pseudogene	chr2	23202033	23203683	1650	+	9	5	3	3
14351	ENSMUSG00000081651.1	Gm15530	processed_pseudogene	chr16	38685315	38685869	554	-	13	12	2	9
14352	ENSMUSG00000081656.1	Gm11246	processed_pseudogene	chr4	76927311	76927655	344	+	18	15	6	13
14353	ENSMUSG00000081657.1	Gm15466	processed_pseudogene	chr3	8882238	8882570	332	-	3	7	1	3
14354	ENSMUSG00000081660.1	Gm11787	unprocessed_pseudogene	chr4	3496978	3516515	19537	-	52	43	57	45
14355	ENSMUSG00000081661.1	Gm14450	processed_pseudogene	chrX	5984772	5985011	239	+	1	1	3	6
14356	ENSMUSG00000081663.1	Gm11207	processed_pseudogene	chr11	80822780	80823193	413	-	7	3	2	4
14357	ENSMUSG00000081664.1	Gm15544	processed_pseudogene	chr7	80429210	80430740	1530	+	12	30	6	17
14358	ENSMUSG00000081666.1	Gm11677	processed_pseudogene	chr11	111724648	111725624	976	-	14	13	9	9
14359	ENSMUSG00000081669.1	Npm3-ps1	processed_pseudogene	chr6	85076192	85076719	527	+	154	296	132	160
14360	ENSMUSG00000081670.1	Gm15697	unprocessed_pseudogene	chr6	38542303	38546074	3771	-	39	49	18	16
14361	ENSMUSG00000081676.1	Gm11643	processed_pseudogene	chr11	103600242	103601105	863	-	6	9	8	4
14362	ENSMUSG00000081679.1	Gm11874	processed_pseudogene	chr4	16120759	16120888	129	-	5	1	1	3
14363	ENSMUSG00000081683.5	Fzd10	protein_coding	chr5	128600844	128604093	3249	+	1	1	3	1
14364	ENSMUSG00000081684.4	Rps2-ps13	processed_pseudogene	chrX	52898588	52899469	881	+	4	5	1	8
14365	ENSMUSG00000081691.1	Gm11965	processed_pseudogene	chr11	5678356	5678632	276	-	3	8	5	3
14366	ENSMUSG00000081695.1	Rpsa-ps5	processed_pseudogene	chr11	28956724	28957608	884	+	4	15	5	7
14367	ENSMUSG00000081696.2	Gm12717	processed_pseudogene	chr4	103940959	103941941	982	+	3	5	5	2
14368	ENSMUSG00000081700.1	Atp5k-ps2	processed_pseudogene	chr2	173984482	173984691	209	-	12	18	9	14
14369	ENSMUSG00000081703.1	Gm6285	processed_pseudogene	chrX	104947785	104948282	497	+	8	15	7	11
14370	ENSMUSG00000081705.1	Gm12582	processed_pseudogene	chr3	37077655	37078351	696	+	6	4	4	3
14371	ENSMUSG00000081706.1	Gm7927	processed_pseudogene	chrX	55845759	55846638	879	-	4	5	3	3
14372	ENSMUSG00000081707.1	Gm11343	processed_pseudogene	chr13	24195897	24196495	598	+	1	1	1	2
14373	ENSMUSG00000081712.1	Gm12096	processed_pseudogene	chr11	30528295	30529401	1106	+	74	115	52	69
14374	ENSMUSG00000081715.1	Rps11-ps3	processed_pseudogene	chr4	10946608	10947093	485	+	18	15	19	16
14375	ENSMUSG00000081718.1	Gm8261	processed_pseudogene	chrX	146599751	146600958	1207	-	82	70	51	35
14376	ENSMUSG00000081721.3	Gm13882	processed_pseudogene	chr2	104291574	104292575	1001	+	10	3	10	4
14377	ENSMUSG00000081729.1	Hspa9-ps1	processed_pseudogene	chrX	60576946	60578878	1932	-	1574	1688	1422	1361
14378	ENSMUSG00000081730.1	Gm13785	processed_pseudogene	chr2	92312154	92312843	689	+	2	1	3	1
14379	ENSMUSG00000081731.1	Calr-ps	processed_pseudogene	chr2	140955765	140956249	484	-	9	3	13	10
14380	ENSMUSG00000081732.1	Gm15495	processed_pseudogene	chr7	25442152	25443463	1311	-	103	88	48	56
14381	ENSMUSG00000081733.1	Gm12852	processed_pseudogene	chr4	99103060	99103778	718	-	2	1	3	1
14382	ENSMUSG00000081738.1	Hmgb1-ps2	processed_pseudogene	chrX	146175942	146176577	635	+	7	5	1	3
14383	ENSMUSG00000081739.3	Mdm4-ps	processed_pseudogene	chrX	128261411	128267924	6513	+	61	64	26	32
14384	ENSMUSG00000081742.2	Gm9051	processed_pseudogene	chrX	96224308	96225727	1419	-	7	11	11	17
14385	ENSMUSG00000081744.1	Gm5721	processed_pseudogene	chr6	16925231	16926926	1695	+	3	3	2	4
14386	ENSMUSG00000081745.1	Gm15549	processed_pseudogene	chr8	68798867	68799488	621	+	2	6	5	2
14387	ENSMUSG00000081752.3	Sms-ps	processed_pseudogene	chrX	62775585	62776685	1100	-	410	562	503	554
14388	ENSMUSG00000081758.1	Gm11460	processed_pseudogene	chr2	165666497	165666857	360	-	36	24	47	40
14389	ENSMUSG00000081763.1	Gm9435	processed_pseudogene	chrX	14955098	14955974	876	-	22	21	20	17
14390	ENSMUSG00000081769.9	Gm12216	protein_coding	chr11	53783418	53859256	75838	-	10	11	14	12
14391	ENSMUSG00000081770.1	Rbpj-ps1	processed_pseudogene	chr4	49350522	49351527	1005	+	5	14	2	1
14392	ENSMUSG00000081772.1	Gm13131	processed_pseudogene	chr4	134199830	134200150	320	-	31	15	22	24
14393	ENSMUSG00000081773.1	Gm8302	processed_pseudogene	chr18	38771496	38772347	851	-	3	8	13	5
14394	ENSMUSG00000081775.1	Gm12420	processed_pseudogene	chr4	84697863	84698910	1047	+	10	3	6	23
14395	ENSMUSG00000081781.1	Gm14753	processed_pseudogene	chrX	78021042	78021287	245	-	12	6	10	8
14396	ENSMUSG00000081783.2	Gm15599	processed_pseudogene	chr17	5110766	5112110	1344	-	6	10	5	5
14397	ENSMUSG00000081787.1	Gm13991	processed_pseudogene	chr2	116527843	116528490	647	-	228	128	237	229
14398	ENSMUSG00000081788.2	Gm5898	processed_pseudogene	chr7	63542479	63544549	2070	+	267	282	162	212
14399	ENSMUSG00000081789.1	Gm11893	processed_pseudogene	chr4	25541791	25542281	490	-	162	180	75	78
14400	ENSMUSG00000081791.1	Gm12190	processed_pseudogene	chr11	49595739	49595925	186	-	3	2	1	1
14401	ENSMUSG00000081792.4	Anp32b-ps1	processed_pseudogene	chr4	143389659	143390416	757	+	266	360	153	150
14402	ENSMUSG00000081800.3	Gm14200	processed_pseudogene	chr2	158468169	158468360	191	-	3	3	1	1
14403	ENSMUSG00000081801.1	Dnmt3l-ps1	processed_pseudogene	chr2	83744484	83745736	1252	-	7	4	1	1
14404	ENSMUSG00000081805.1	Gm14335	processed_pseudogene	chr6	115638250	115639059	809	-	4	7	7	5
14405	ENSMUSG00000081816.1	Gm15528	processed_pseudogene	chr13	75929465	75930328	863	-	45	59	27	36
14406	ENSMUSG00000081819.1	Gm12722	processed_pseudogene	chr4	105374454	105374946	492	-	82	92	83	78
14407	ENSMUSG00000081824.5	BC002163	processed_pseudogene	chr16	42955631	42955949	318	+	35	30	32	23
14408	ENSMUSG00000081833.1	Gm13669	processed_pseudogene	chr2	75808358	75808814	456	+	5	2	3	3
14409	ENSMUSG00000081834.1	Gm13770	processed_pseudogene	chr2	91523580	91523884	304	-	9	6	9	1
14410	ENSMUSG00000081845.1	Prkaca-ps1	processed_pseudogene	chrX	161485567	161486485	918	-	5	6	2	12
14411	ENSMUSG00000081853.1	Gm13735	processed_pseudogene	chr2	87236572	87237241	669	+	1	1	2	2
14412	ENSMUSG00000081855.4	Rpl17-ps5	processed_pseudogene	chr5	22612628	22613182	554	-	26	25	29	25
14413	ENSMUSG00000081857.1	Gm13624	processed_pseudogene	chr2	69799151	69799612	461	-	3	2	1	3
14414	ENSMUSG00000081861.1	Gm14441	processed_pseudogene	chr2	22913293	22913832	539	-	1	4	4	1
14415	ENSMUSG00000081865.1	Gm15484	processed_pseudogene	chr5	110118022	110118849	827	-	353	439	284	252
14416	ENSMUSG00000081868.1	Gm12039	processed_pseudogene	chr11	21280045	21280224	179	-	3	4	3	5
14417	ENSMUSG00000081871.1	Gm11488	processed_pseudogene	chr4	73497615	73498477	862	-	122	129	72	74
14418	ENSMUSG00000081880.1	Gm5385	processed_pseudogene	chrX	41248575	41250133	1558	+	8	60	13	40
14419	ENSMUSG00000081883.2	Gm15574	processed_pseudogene	chr3	32880011	32880608	597	-	25	10	22	25
14420	ENSMUSG00000081884.1	Gm11821	processed_pseudogene	chr4	11400346	11401324	978	+	35	40	32	22
14421	ENSMUSG00000081885.1	Gm13231	processed_pseudogene	chr4	145641357	145644399	3042	+	1	4	1	2
14422	ENSMUSG00000081887.1	Gm12097	processed_pseudogene	chr11	30572791	30574454	1663	-	155	156	76	70
14423	ENSMUSG00000081888.1	Spcs2-ps	unprocessed_pseudogene	chr2	129378271	129379396	1125	-	213	257	193	193
14424	ENSMUSG00000081892.2	Gm8864	processed_pseudogene	chrX	88572051	88573060	1009	-	5	13	13	11
14425	ENSMUSG00000081895.3	Rpl17-ps10	processed_pseudogene	chr7	72648757	72649311	554	-	409	513	337	363
14426	ENSMUSG00000081896.1	Gm5389	processed_pseudogene	chrX	57659732	57660907	1175	+	5	9	3	8
14427	ENSMUSG00000081911.1	Mrps36-ps2	processed_pseudogene	chr7	105690259	105690567	308	-	1	5	3	5
14428	ENSMUSG00000081920.2	Selenot-ps	processed_pseudogene	chr8	19579940	19580532	592	+	37	27	46	50
14429	ENSMUSG00000081921.1	Gm12858	processed_pseudogene	chr4	118441013	118441220	207	-	5	8	4	8
14430	ENSMUSG00000081926.1	Gm15536	processed_pseudogene	chr10	7038661	7038774	113	+	21	15	21	21
14431	ENSMUSG00000081929.1	Rps11-ps2	processed_pseudogene	chr11	116382750	116383205	455	+	74	91	89	73
14432	ENSMUSG00000081933.1	Gm14767	processed_pseudogene	chrX	85716438	85717023	585	+	3	5	3	6
14433	ENSMUSG00000081944.1	Gm12276	processed_pseudogene	chr11	62331421	62331721	300	+	23	27	17	12
14434	ENSMUSG00000081946.1	Gm11472	processed_pseudogene	chr2	167087184	167087739	555	-	32	18	25	11
14435	ENSMUSG00000081952.1	Gm12178	processed_pseudogene	chr11	48289984	48290313	329	-	116	107	54	42
14436	ENSMUSG00000081953.1	Gm12435	processed_pseudogene	chr4	48344215	48345230	1015	-	77	92	68	58
14437	ENSMUSG00000081957.5	Ak3l2-ps	processed_pseudogene	chr2	72633936	72634607	671	+	4	5	9	14
14438	ENSMUSG00000081965.1	Gm11620	processed_pseudogene	chr11	105164776	105166620	1844	-	20	7	8	11
14439	ENSMUSG00000081967.1	Gm14017	processed_pseudogene	chr2	121481129	121481514	385	+	119	158	83	83
14440	ENSMUSG00000081968.1	Rpl23a-ps2	processed_pseudogene	chr11	70879428	70879901	473	+	1	4	6	2
14441	ENSMUSG00000081971.1	Gm14115	processed_pseudogene	chr2	147280603	147281084	481	-	7	6	9	6
14442	ENSMUSG00000081973.1	Gm13600	processed_pseudogene	chr2	66863262	66864775	1513	+	13	8	3	4
14443	ENSMUSG00000081974.3	Gm11960	transcribed_processed_pseudogene	chr11	4561780	4564637	2857	+	25	26	26	29
14444	ENSMUSG00000081975.1	Gm12482	processed_pseudogene	chr4	52821488	52822117	629	+	7	14	4	12
14445	ENSMUSG00000081984.3	Dnajb3	protein_coding	chr1	88204732	88205782	1050	-	4	2	3	4
14446	ENSMUSG00000081992.1	Gm13408	processed_pseudogene	chr2	34564999	34565796	797	+	34	31	21	25
14447	ENSMUSG00000081996.1	Gm7153	processed_pseudogene	chrX	75723672	75724126	454	+	81	34	47	62
14448	ENSMUSG00000081999.3	Gm13461	processed_pseudogene	chr2	41987473	41988829	1356	-	1455	1865	949	959
14449	ENSMUSG00000082002.1	Gm6568	processed_pseudogene	chrX	157540866	157541562	696	+	10	6	3	1
14450	ENSMUSG00000082012.1	Gm5257	processed_pseudogene	chr1	75636390	75637179	789	+	11	15	3	5
14451	ENSMUSG00000082013.1	Gm13216	processed_pseudogene	chr2	5603571	5604161	590	+	16	23	15	7
14452	ENSMUSG00000082016.3	Pgam1-ps2	processed_pseudogene	chr7	27469771	27470535	764	-	511	641	677	662
14453	ENSMUSG00000082023.3	Gm14407	processed_pseudogene	chr2	177085356	177085802	446	-	5	5	6	7
14454	ENSMUSG00000082028.1	Gm1826	processed_pseudogene	chr2	87393483	87394644	1161	+	115	144	105	94
14455	ENSMUSG00000082031.1	Gm8097	processed_pseudogene	chrX	140445554	140446382	828	-	1	2	1	3
14456	ENSMUSG00000082032.1	Gm12271	processed_pseudogene	chr11	61416402	61416815	413	-	1	2	1	1
14457	ENSMUSG00000082039.2	Gm15653	processed_pseudogene	chr5	73476447	73477353	906	-	2	5	3	4
14458	ENSMUSG00000082043.1	Gm12848	processed_pseudogene	chr4	115652389	115653480	1091	+	4	20	12	7
14459	ENSMUSG00000082044.1	Snrpert	processed_pseudogene	chr2	131322088	131322366	278	-	161	277	85	159
14460	ENSMUSG00000082051.1	Gm16072	processed_pseudogene	chr18	12287404	12289780	2376	+	58	45	48	39
14461	ENSMUSG00000082052.1	Ywhaq-ps2	processed_pseudogene	chr5	114828573	114829215	642	-	4	18	4	9
14462	ENSMUSG00000082057.1	Gm15789	processed_pseudogene	chr1	66783913	66786445	2532	+	5	9	4	6
14463	ENSMUSG00000082061.1	Gm12726	processed_pseudogene	chr4	105578340	105578940	600	+	6	13	3	4
14464	ENSMUSG00000082062.1	Ftl2-ps	processed_pseudogene	chr4	125504288	125504839	551	+	4	5	3	2
14465	ENSMUSG00000082064.3	Rpl5-ps2	processed_pseudogene	chr2	154703809	154704699	890	+	160	154	132	135
14466	ENSMUSG00000082066.1	Gm13904	processed_pseudogene	chr2	107010938	107011774	836	+	15	12	14	15
14467	ENSMUSG00000082070.1	Gm1866	processed_pseudogene	chrX	114592048	114592524	476	-	28	31	28	21
14468	ENSMUSG00000082072.1	Gm15785	processed_pseudogene	chr6	149433780	149434473	693	-	12	22	20	23
14469	ENSMUSG00000082076.1	Gm8659	processed_pseudogene	chrX	158150096	158151179	1083	+	9	12	8	5
14470	ENSMUSG00000082079.2	Dnmt3c	protein_coding	chr2	153696652	153729907	33255	+	4	1	1	5
14471	ENSMUSG00000082082.1	Gm13230	transcribed_unprocessed_pseudogene	chr4	145446740	145450888	4148	+	394	383	776	738
14472	ENSMUSG00000082088.1	Gm15753	unprocessed_pseudogene	chr5	137720354	137721740	1386	-	1	8	6	6
14473	ENSMUSG00000082095.1	Gm11991	processed_pseudogene	chr11	8884223	8885296	1073	-	3	5	11	7
14474	ENSMUSG00000082099.1	Gm12013	processed_pseudogene	chr11	17095490	17095644	154	-	1	3	4	2
14475	ENSMUSG00000082100.1	Glns-ps1	processed_pseudogene	chr11	19720355	19721472	1117	+	574	710	313	319
14476	ENSMUSG00000082101.3	Slfn14	protein_coding	chr11	83275110	83286726	11616	-	14	11	8	3
14477	ENSMUSG00000082107.1	Gm16216	processed_pseudogene	chr19	24289716	24290826	1110	+	15	11	24	29
14478	ENSMUSG00000082108.3	Gm13777	processed_pseudogene	chr2	91030778	91031122	344	-	537	601	446	400
